Series,Cluster
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022806700,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020981431,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938784682,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736676,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938932047,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020734320,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574702154,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021375657,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021292439,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020744586,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001185812686,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020738137,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573250840,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736925,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377129859,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001185510145,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022498956,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001378378793,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375593981,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022353919,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736909,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001128644468,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574675915,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001422629210,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151864011,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736673,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021378221,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062185187,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129289487,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001146243260,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021296094,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062159006,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020744604,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494784347,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375623156,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021815349,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375616123,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021965679,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376556411,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020741564,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377327140,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151832112,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939962808,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020738118,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000572241129,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736913,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020981430,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021548362,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377139849,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573552234,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020744380,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062156447,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020744357,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737003,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021375658,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020738058,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939917730,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377139847,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129145604,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151918274,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020973859,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151927863,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938885809,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022338619,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151920041,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939014862,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001130931115,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021372303,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062159008,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151864005,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573909105,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021178091,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377583255,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021366203,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021372304,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375590690,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021952748,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021430422,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151919975,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375389356,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938887004,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001145827675,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938905381,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020969546,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736928,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938762525,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001419753993,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021214074,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021105138,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001145849813,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737013,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020968054,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021561852,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377350474,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736705,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001128627311,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021392417,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574462343,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736842,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376481610,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376233208,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573752495,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377624515,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021178090,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494897528,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376555936,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737009,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021533868,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021332333,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021556000,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377119342,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376368800,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021361385,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737035,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736733,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000495389974,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375635514,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021366401,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021109328,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736900,Cluster 0
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574011650,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021242888,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573250839,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151945228,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377848360,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494897526,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377352804,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000182904532,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021383001,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000571885274,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151919965,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021833280,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938915935,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021382999,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377238613,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736661,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737024,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021387322,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376297681,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062157276,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129108004,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938730529,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151918150,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151931032,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021206657,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000028995021,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736891,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737543,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021408527,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001161528242,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021137545,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001185557718,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001144534606,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284870,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001185822717,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021428759,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737863,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574675433,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733598,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377618117,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020738115,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151918270,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000039248955,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151934083,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000038610113,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021219866,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021285497,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733594,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151927862,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377672828,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284292,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000027305990,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284872,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736973,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001131088907,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001378063929,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151919967,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151918148,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021243995,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494784279,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021296948,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021214365,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000050428396,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151951116,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377350472,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733599,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938854346,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021530301,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062155176,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284372,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000026514947,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021428758,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736930,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021452221,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020739356,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020858399,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151931919,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021239049,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737043,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733604,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000572767334,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376347379,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001128837991,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736663,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375389191,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021550981,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000030889482,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151828760,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021524972,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001185323813,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062185579,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377630602,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736702,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021412016,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021247434,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377921157,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151919108,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151919104,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737027,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001131261033,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737113,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377350473,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377119343,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021137546,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737112,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001146151941,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022502783,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573130755,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377377755,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736605,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021372221,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574472905,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021202481,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020738128,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151848233,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573925384,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001131127209,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021307873,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376524344,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001185510144,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022509939,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021312264,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020967708,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001130918568,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021109326,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021218153,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021365806,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494968197,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737091,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377940832,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375616182,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938905129,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573273821,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494917555,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001130911954,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377981049,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021556002,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938789747,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021383005,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375379822,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001576040136,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021375455,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938906597,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736897,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001421962387,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573125312,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021412989,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001421693462,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021366165,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375607070,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001145834852,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377328838,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021366403,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000571902122,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000034166520,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151919866,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022975349,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151829027,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001130924872,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375389034,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021428752,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151848234,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021548360,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284813,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021308829,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574738988,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001013048233,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021393406,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939080304,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000025451941,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001146150286,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000572376426,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000023285637,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021421077,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021365804,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151857373,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022498954,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284378,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377994083,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377129815,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021372229,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376347380,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021392422,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021305992,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151828759,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737140,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376556410,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375473511,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021399563,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021430421,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938885773,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000572897627,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573125313,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737008,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020967742,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494816188,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151951113,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736666,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377126411,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000023532842,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736712,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377263122,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938982168,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151927873,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938932046,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375616127,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736672,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376332590,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021218152,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737047,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021375643,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573576861,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021952925,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938887005,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129183387,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021408287,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938906596,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736991,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021214422,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736934,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375379823,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151829030,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062185123,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377129858,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020744352,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021213129,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375623572,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151931045,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021387316,Cluster 1
