,Series
477,machine_001376348595
478,machine_001376488944
479,machine_001376504123
480,machine_001376556410
481,machine_001376791666
482,machine_001376924667
483,machine_001377055729
484,machine_001377075775
485,machine_001377139791
486,machine_001377139848
487,machine_001377139850
488,machine_001377154500
489,machine_001377220963
490,machine_001377238612
491,machine_001377264861
492,machine_001377350473
493,machine_001377450923
494,machine_001377509282
495,machine_001377542099
496,machine_001377630602
497,machine_001377641300
498,machine_001377642916
499,machine_001377644047
500,machine_001377672766
501,machine_001377673762
502,machine_001377695767
503,machine_001377783416
504,machine_001377783458
505,machine_001377787786
506,machine_001377994084
507,machine_001378020229
508,machine_001378063929
509,machine_001378099580
510,machine_001398101172
511,machine_001421693462
512,machine_001422517152
513,machine_001461485367
514,machine_001491381526
515,machine_001491518304
516,machine_001491573920
517,machine_001573291042
518,machine_001573291480
519,machine_001573339537
520,machine_001573342606
521,machine_001573344742
522,machine_001573344782
523,machine_001573355034
524,machine_001573486497
525,machine_001573486516
526,machine_001573553799
527,machine_001573860095
528,machine_001573868907
529,machine_001573887327
530,machine_001574303265
531,machine_001574702331
532,machine_001574793943
533,machine_001574813213
534,machine_001574836522
535,machine_001574839674
536,machine_001575077488
537,machine_001575244695
538,machine_001575244814
539,machine_001575343155
540,machine_001575664044
541,machine_001576040136
542,machine_001576142850
543,machine_001576200543
544,machine_001576239073
545,machine_001576985795
546,machine_001578053733
547,machine_001578283563
548,machine_001578498780
549,machine_001578513506
550,machine_001578543899
551,machine_001578558131
552,machine_001578558132
553,machine_001578567731
554,machine_001578567908
555,machine_001578567909
556,machine_001578632587
